"Indicator","GeoAreaName","Time_Detail","Value","Units","Source","SeriesDescription","SeriesCode"
"1.1.1","Southern Africa",2003,27.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,18.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,23,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,14.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2003,28.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,13.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,17.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,15.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,19.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,24.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,25.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,24.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,20.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2004,16.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,12.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,14.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,16.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,13.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,16.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,11.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,20.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,21.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2005,20.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,8.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,9.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,9.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,15.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,15.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,11.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,12,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,10.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2006,15.4,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Southern Africa",2007,8.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
